id,questionnaire_id,question_number,text,category,sub_section,dimension,options,created_at,template,status,internal_title,subtitle,media_url,media_type,template_settings,validation,tags,display_order,source_type,updated_at
702,questionnaire_2_2,20,我相信自己内在有自我修复与整合的能力。,Self Energy (自性),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171952,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
703,questionnaire_2_2,21,明天老板约谈，你第一个闪念是：“肯定要炒我鱿鱼，我会立刻破产、人生完了！”,灾难化,2.2.2,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171952,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
704,questionnaire_2_2,22,今天饮食破戒吃了一块饼干，你想到：“饮食计划全毁，我就是个彻底失败者。”,非黑即白,2.2.2,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171952,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
705,questionnaire_2_2,23,一次求职被拒后，你想到：“我总是失败，永远找不到工作。”,以偏概全,2.2.2,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171952,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
706,questionnaire_2_2,24,演讲获多数好评，只有一条轻微批评；你想到：“我表现很糟糕。”,心理过滤,2.2.2,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171953,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
707,questionnaire_2_2,25,同事夸你讲解清楚，你想到：“这不算什么，谁都能做到。”,否定积极,2.2.2,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171953,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
708,questionnaire_2_2,26,朋友消息未回；你想到：“他肯定对我不满。”,读心术,2.2.2,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171953,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
709,questionnaire_2_2,27,考试临近；你想到：“我这次一定考砸，之后一切都会糟。”,预言家,2.2.2,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171953,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
710,questionnaire_2_2,28,你感到很慌，于是想到：“我感到害怕，所以这件事一定很危险。”,情绪化推理,2.2.2,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171954,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
711,questionnaire_2_2,29,你犯了一个小错，想到：“我应该从不犯错；犯错就不配被喜欢。”,应该语句,2.2.2,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171954,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
712,questionnaire_2_2,30,项目里一个环节不顺，你想到：“这是个大灾难；我的优点都微不足道。”,放大/缩小,2.2.2,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171954,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
713,questionnaire_2_2,31,我会试着想象事情从他人的角度看起来是什么样的。,Self–Other,2.2.3,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171954,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
714,questionnaire_2_2,32,当我不确定自己是否正确时，我愿意倾听别人的想法。(反项),Self–Other,2.2.3,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171955,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
715,questionnaire_2_2,33,在冲突中，我能暂时放下自己的立场，理解对方的理由。,Self–Other,2.2.3,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171955,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
716,questionnaire_2_2,34,当别人情绪激动时，我能想到他们可能的顾虑，而不仅仅是态度。,Self–Other,2.2.3,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171955,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
717,questionnaire_2_2,35,当我看到别人受到不公平对待时，我通常会为他们感到担心。,Emotional,2.2.3,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171955,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
718,questionnaire_2_2,36,我能意识到：自己现在的情绪只是其中一种看法，而不是全部。,Emotional,2.2.3,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171956,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
719,questionnaire_2_2,37,当我情绪很强烈时，我能提醒自己：换个角度可能会有不同的解释。,Emotional,2.2.3,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171956,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
720,questionnaire_2_2,38,我经常因为观看悲剧性情境而心烦意乱。(反项),Emotional,2.2.3,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171956,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
721,questionnaire_2_2,39,当我回顾过去，我更倾向于看到自己如何克服挑战并成长。,,2.2.4,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171956,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
722,questionnaire_2_2,40,我常觉得自己在生活中容易受伤，需要别人帮助才能走出来。,,2.2.4,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171957,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
723,questionnaire_2_2,41,我在故事中经常强调自己的情绪和对自由的追求。,,2.2.4,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171957,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
724,questionnaire_2_2,42,当我回想经历时，我觉得很多事情都不清楚，不知道未来要做什么。,,2.2.4,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171957,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
725,questionnaire_2_2,43,我喜欢把经历看作学习和发现新可能的机会。,,2.2.4,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171957,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
726,questionnaire_2_2,44,我常觉得“虽然困难，但我学到了重要的东西”。,,2.2.4,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171958,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
727,questionnaire_2_2,45,我经常认为“事情总是不顺，我需要别人帮我才行”。,,2.2.4,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171958,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
728,questionnaire_2_2,46,我会把自己的故事描述为“不断寻找方向，但还没找到”。,,2.2.4,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171958,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
729,questionnaire_2_3,1,我能在亲密关系中保持亲近与独立的平衡。,Secure (安全型),2.3.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179299,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
730,questionnaire_2_3,2,当关系出现不确定时，我能保持冷静并沟通解决。,Secure (安全型),2.3.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179301,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
731,questionnaire_2_3,3,我能在冲突中表达需求，而不是完全退缩或过度依赖。,Secure (安全型),2.3.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179301,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
732,questionnaire_2_3,4,当对方没有及时回应，我会担心被忽视或拒绝。,Anxious (焦虑型),2.3.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179301,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
733,questionnaire_2_3,5,我常需要反复确认对方是否在乎我。,Anxious (焦虑型),2.3.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179302,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
734,questionnaire_2_3,6,我常觉得自己在关系中不够好，需要努力才能被接受。,Anxious (焦虑型),2.3.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179302,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
735,questionnaire_2_3,7,我倾向在关系中保持距离，以避免受伤。,Avoidant (回避型),2.3.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179302,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
736,questionnaire_2_3,8,当别人过于亲近时，我会感到不自在或想退缩。,Avoidant (回避型),2.3.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179303,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
737,questionnaire_2_3,9,我更喜欢独立，不喜欢别人过多干涉我的生活。,Avoidant (回避型),2.3.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179303,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
738,questionnaire_2_3,10,我在关系中常感到矛盾：既渴望亲密，又害怕靠近。,Disorganized (混乱型),2.3.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179303,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
739,questionnaire_2_3,11,当关系出现问题时，我会在靠近和疏远之间反复摇摆。,Disorganized (混乱型),2.3.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179303,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
740,questionnaire_2_3,12,我在亲密关系中容易情绪化，难以保持稳定。,Disorganized (混乱型),2.3.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179304,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
741,questionnaire_2_3,13,当别人忽视我时，我会感到强烈不安。,,2.3.2,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179304,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
742,questionnaire_2_3,14,被拒绝会让我过度怀疑自己的价值。,,2.3.2,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179304,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
743,questionnaire_2_3,15,当关系出现疏离，我会反复确认对方态度。,,2.3.2,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.179304,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
